입력 문장,도수,술 종류,맛,tokens
중간 도수의 술을 찾고 있어.,중간,알 수 없음,부드러운,"['ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄉ', '##ᅮ', '##ᆯ', '##ᄋ', '##ᅳ', '##ᆯ', '[UNK]', '[UNK]', '.']"
부드러운 맛이 나는 술을 추천해줘.,알 수 없음,알 수 없음,부드러운,"['ᄇ', '##ᅮ', '##ᄃ', '##ᅳ', '##ᄅ', '##ᅥ', '##ᄋ', '##ᅮ', '##ᆫ', '[UNK]', 'ᄂ', '##ᅡ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄉ', '##ᅮ', '##ᆯ', '##ᄋ', '##ᅳ', '##ᆯ', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅢ', '##ᄌ', '##ᅯ', '.']"
나는 중간 도수의 상큼한 럼을 마시고 싶어.,중간,럼,신맛,"['ᄂ', '##ᅡ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄉ', '##ᅡ', '##ᆼ', '##ᄏ', '##ᅳ', '##ᆷ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', '##ᄋ', '##ᅳ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᄀ', '##ᅩ', '[UNK]', '.']"
보드카 추천해줄래?,낮은,보드카,알 수 없음,"['ᄇ', '##ᅩ', '##ᄃ', '##ᅳ', '##ᄏ', '##ᅡ', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅢ', '##ᄌ', '##ᅮ', '##ᆯ', '##ᄅ', '##ᅢ', '?']"
달달한 술을 마시고 싶어.,알 수 없음,칵테일,달달한,"['ᄃ', '##ᅡ', '##ᆯ', '##ᄃ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄉ', '##ᅮ', '##ᆯ', '##ᄋ', '##ᅳ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᄀ', '##ᅩ', '[UNK]', '.']"
럼를 마시고 싶어.,알 수 없음,럼,달달한,"['ᄅ', '##ᅥ', '##ᆷ', '##ᄅ', '##ᅳ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᄀ', '##ᅩ', '[UNK]', '.']"
달콤한 보드카 중에서 도수 낮은인 게 궁금해요.,낮은,보드카,달달한,"['ᄃ', '##ᅡ', '##ᆯ', '##ᄏ', '##ᅩ', '##ᆷ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄇ', '##ᅩ', '##ᄃ', '##ᅳ', '##ᄏ', '##ᅡ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄋ', '##ᅦ', '##ᄉ', '##ᅥ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '[UNK]', 'ᄀ', '##ᅦ', 'ᄀ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅳ', '##ᆷ', '##ᄒ', '##ᅢ', '##ᄋ', '##ᅭ', '.']"
신맛 술을 마시고 싶어.,낮은,알 수 없음,신맛,"['[UNK]', 'ᄉ', '##ᅮ', '##ᆯ', '##ᄋ', '##ᅳ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᄀ', '##ᅩ', '[UNK]', '.']"
상큼한 보드카 중에서 도수 낮은인 게 궁금해요.,낮은,보드카,신맛,"['ᄉ', '##ᅡ', '##ᆼ', '##ᄏ', '##ᅳ', '##ᆷ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄇ', '##ᅩ', '##ᄃ', '##ᅳ', '##ᄏ', '##ᅡ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄋ', '##ᅦ', '##ᄉ', '##ᅥ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '[UNK]', 'ᄀ', '##ᅦ', 'ᄀ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅳ', '##ᆷ', '##ᄒ', '##ᅢ', '##ᄋ', '##ᅭ', '.']"
프레시한 럼 중에서 높은 도수의 것을 추천해줘.,높은,럼,상큼한,"['ᄑ', '##ᅳ', '##ᄅ', '##ᅦ', '##ᄉ', '##ᅵ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄋ', '##ᅦ', '##ᄉ', '##ᅥ', '[UNK]', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', '[UNK]', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅢ', '##ᄌ', '##ᅯ', '.']"
보드카를 마시고 싶어.,중간,보드카,알 수 없음,"['ᄇ', '##ᅩ', '##ᄃ', '##ᅳ', '##ᄏ', '##ᅡ', '##ᄅ', '##ᅳ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᄀ', '##ᅩ', '[UNK]', '.']"
부드러운 술을 마시고 싶어.,알 수 없음,알 수 없음,부드러운,"['ᄇ', '##ᅮ', '##ᄃ', '##ᅳ', '##ᄅ', '##ᅥ', '##ᄋ', '##ᅮ', '##ᆫ', 'ᄉ', '##ᅮ', '##ᆯ', '##ᄋ', '##ᅳ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᄀ', '##ᅩ', '[UNK]', '.']"
비터한 보드카 중에서 낮은 도수의 것을 추천해줘.,낮은,보드카,쓴맛,"['ᄇ', '##ᅵ', '##ᄐ', '##ᅥ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄇ', '##ᅩ', '##ᄃ', '##ᅳ', '##ᄏ', '##ᅡ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄋ', '##ᅦ', '##ᄉ', '##ᅥ', '[UNK]', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', '[UNK]', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅢ', '##ᄌ', '##ᅯ', '.']"
프레시한 칵테일 중에서 도수 낮은인 게 궁금해요.,낮은,칵테일,상큼한,"['ᄑ', '##ᅳ', '##ᄅ', '##ᅦ', '##ᄉ', '##ᅵ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄏ', '##ᅡ', '##ᆨ', '##ᄐ', '##ᅦ', '##ᄋ', '##ᅵ', '##ᆯ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄋ', '##ᅦ', '##ᄉ', '##ᅥ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '[UNK]', 'ᄀ', '##ᅦ', 'ᄀ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅳ', '##ᆷ', '##ᄒ', '##ᅢ', '##ᄋ', '##ᅭ', '.']"
"중간 도수의 럼를 추천해주세요, 소프트한으로!오늘은 중간 도수의 소프트한 럼를 마셔야겠어.럼를 마시고 싶어요. 소프트한이고 도수는 중간가 좋아요.소프트한 럼 한 잔 어때? 도수는 중간로!가볍게 마실 수 있는 중간 도수의 소프트한 럼를 찾고 있어요.중간 도수의 럼 중에 소프트한인 걸 추천해주세요.친구랑 마실 소프트한 럼, 중간 도수로 부탁해요.도수 중간인 소프트한 럼를 마셔보고 싶은 기분이에요.소프트한 럼가 필요해요. 도수는 중간가 좋겠어요.오늘의 추천 럼는 중간 도수의 소프트한 걸로 해주세요.소프트한 럼 중에서 도수가 중간인 게 궁금하네요.중간 도수로 마실 만한 소프트한 럼, 알려줘.요즘 중간 도수의 소프트한 럼에 빠졌어요.도수가 중간이고 소프트한 럼, 괜찮을까요?소프트한 럼가 끌리는데, 도수는 중간로 골라줘.중간 도수의 소프트한 럼 한 잔 생각나네요.럼 추천해줘! 소프트한이고 도수는 중간로.",중간,럼,부드러운,"['ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄅ', '##ᅥ', '##ᆷ', '##ᄅ', '##ᅳ', '##ᆯ', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅢ', '##ᄌ', '##ᅮ', '##ᄉ', '##ᅦ', '##ᄋ', '##ᅭ', ',', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅳ', '##ᄅ', '##ᅩ', '!', 'ᄋ', '##ᅩ', '##ᄂ', '##ᅳ', '##ᆯ', '##ᄋ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', '##ᄅ', '##ᅳ', '##ᆯ', '[UNK]', '.', 'ᄅ', '##ᅥ', '##ᆷ', '##ᄅ', '##ᅳ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᄀ', '##ᅩ', '[UNK]', '.', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᄀ', '##ᅩ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄀ', '##ᅡ', '[UNK]', '.', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', 'ᄒ', '##ᅡ', '##ᆫ', 'ᄌ', '##ᅡ', '##ᆫ', '[UNK]', '?', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄅ', '##ᅩ', '!', 'ᄀ', '##ᅡ', '##ᄇ', '##ᅧ', '##ᆸ', '##ᄀ', '##ᅦ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᆯ', 'ᄉ', '##ᅮ', '[UNK]', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', '##ᄅ', '##ᅳ', '##ᆯ', '[UNK]', '[UNK]', '.', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄅ', '##ᅥ', '##ᆷ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄋ', '##ᅦ', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᆫ', 'ᄀ', '##ᅥ', '##ᆯ', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅢ', '##ᄌ', '##ᅮ', '##ᄉ', '##ᅦ', '##ᄋ', '##ᅭ', '.', 'ᄎ', '##ᅵ', '##ᆫ', '##ᄀ', '##ᅮ', '##ᄅ', '##ᅡ', '##ᆼ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᆯ', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', ',', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄅ', '##ᅩ', 'ᄇ', '##ᅮ', '##ᄐ', '##ᅡ', '##ᆨ', '##ᄒ', '##ᅢ', '##ᄋ', '##ᅭ', '.', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᆫ', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', '##ᄅ', '##ᅳ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅧ', '##ᄇ', '##ᅩ', '##ᄀ', '##ᅩ', '[UNK]', 'ᄀ', '##ᅵ', '##ᄇ', '##ᅮ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᄋ', '##ᅦ', '##ᄋ', '##ᅭ', '.', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', '##ᄀ', '##ᅡ', 'ᄑ', '##ᅵ', '##ᆯ', '##ᄋ', '##ᅭ', '##ᄒ', '##ᅢ', '##ᄋ', '##ᅭ', '.', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄀ', '##ᅡ', '[UNK]', '.', 'ᄋ', '##ᅩ', '##ᄂ', '##ᅳ', '##ᆯ', '##ᄋ', '##ᅴ', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄀ', '##ᅥ', '##ᆯ', '##ᄅ', '##ᅩ', 'ᄒ', '##ᅢ', '##ᄌ', '##ᅮ', '##ᄉ', '##ᅦ', '##ᄋ', '##ᅭ', '.', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄋ', '##ᅦ', '##ᄉ', '##ᅥ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄀ', '##ᅡ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᆫ', 'ᄀ', '##ᅦ', 'ᄀ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅳ', '##ᆷ', '##ᄒ', '##ᅡ', '##ᄂ', '##ᅦ', '##ᄋ', '##ᅭ', '.', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄅ', '##ᅩ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᆫ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', ',', 'ᄋ', '##ᅡ', '##ᆯ', '##ᄅ', '##ᅧ', '##ᄌ', '##ᅯ', '.', 'ᄋ', '##ᅭ', '##ᄌ', '##ᅳ', '##ᆷ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', '##ᄋ', '##ᅦ', '[UNK]', '.', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄀ', '##ᅡ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᄀ', '##ᅩ', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', ',', '[UNK]', '?', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', '##ᄀ', '##ᅡ', '[UNK]', ',', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄅ', '##ᅩ', 'ᄀ', '##ᅩ', '##ᆯ', '##ᄅ', '##ᅡ', '##ᄌ', '##ᅯ', '.', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄅ', '##ᅥ', '##ᆷ', 'ᄒ', '##ᅡ', '##ᆫ', 'ᄌ', '##ᅡ', '##ᆫ', 'ᄉ', '##ᅢ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆨ', '##ᄂ', '##ᅡ', '##ᄂ', '##ᅦ', '##ᄋ', '##ᅭ', '.', 'ᄅ', '##ᅥ', '##ᆷ', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅢ', '##ᄌ', '##ᅯ', '!', 'ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᄀ', '##ᅩ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄅ', '##ᅩ', '.']"
나는 중간 도수의 비터한 보드카을 마시고 싶어.,중간,보드카,쓴맛,"['ᄂ', '##ᅡ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄇ', '##ᅵ', '##ᄐ', '##ᅥ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄇ', '##ᅩ', '##ᄃ', '##ᅳ', '##ᄏ', '##ᅡ', '##ᄋ', '##ᅳ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᄀ', '##ᅩ', '[UNK]', '.']"
도수가 중간인 톡 쏘는 보드카를 마셔보고 싶어요.,중간,보드카,신맛,"['ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄀ', '##ᅡ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', '##ᄋ', '##ᅵ', '##ᆫ', 'ᄐ', '##ᅩ', '##ᆨ', 'ᄊ', '##ᅩ', '##ᄂ', '##ᅳ', '##ᆫ', 'ᄇ', '##ᅩ', '##ᄃ', '##ᅳ', '##ᄏ', '##ᅡ', '##ᄅ', '##ᅳ', '##ᆯ', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅧ', '##ᄇ', '##ᅩ', '##ᄀ', '##ᅩ', '[UNK]', '.']"
도수가 낮은인 술을 추천해줘.,낮은,럼,알 수 없음,"['ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄀ', '##ᅡ', '[UNK]', 'ᄉ', '##ᅮ', '##ᆯ', '##ᄋ', '##ᅳ', '##ᆯ', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅢ', '##ᄌ', '##ᅯ', '.']"
소프트한 보드카 중에서 중간 도수의 것을 추천해줘.,중간,보드카,부드러운,"['ᄉ', '##ᅩ', '##ᄑ', '##ᅳ', '##ᄐ', '##ᅳ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄇ', '##ᅩ', '##ᄃ', '##ᅳ', '##ᄏ', '##ᅡ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄋ', '##ᅦ', '##ᄉ', '##ᅥ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', '[UNK]', 'ᄎ', '##ᅮ', '##ᄎ', '##ᅥ', '##ᆫ', '##ᄒ', '##ᅢ', '##ᄌ', '##ᅯ', '.']"
쌉쌀한 보드카 중에서 중간 도수가 괜찮을까요?,중간,보드카,쓴맛,"['ᄊ', '##ᅡ', '##ᆸ', '##ᄊ', '##ᅡ', '##ᆯ', '##ᄒ', '##ᅡ', '##ᆫ', 'ᄇ', '##ᅩ', '##ᄃ', '##ᅳ', '##ᄏ', '##ᅡ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄋ', '##ᅦ', '##ᄉ', '##ᅥ', 'ᄌ', '##ᅮ', '##ᆼ', '##ᄀ', '##ᅡ', '##ᆫ', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄀ', '##ᅡ', '[UNK]', '?']"
나는 낮은 도수의 톡 쏘는 위스키을 마시고 싶어.,낮은,위스키,신맛,"['ᄂ', '##ᅡ', '##ᄂ', '##ᅳ', '##ᆫ', '[UNK]', 'ᄃ', '##ᅩ', '##ᄉ', '##ᅮ', '##ᄋ', '##ᅴ', 'ᄐ', '##ᅩ', '##ᆨ', 'ᄊ', '##ᅩ', '##ᄂ', '##ᅳ', '##ᆫ', '[UNK]', 'ᄆ', '##ᅡ', '##ᄉ', '##ᅵ', '##ᄀ', '##ᅩ', '[UNK]', '.']"
